,variable,column,year,sample,population
1430,Kentucky,BPLD,1880,1880 10%,3653.889999999992
1431,Hessen,BPLD,1880,1880 10%,230.55000000000007
1432,Bavaria,BPLD,1880,1880 10%,457.3599999999999
1433,Baden,BPLD,1880,1880 10%,313.81999999999994
1434,England,BPLD,1880,1880 10%,8697.340000000084
1435,Germany,BPLD,1880,1880 10%,3010.199999999996
1436,Indiana,BPLD,1880,1880 10%,5582.400000000018
1437,Scotland,BPLD,1880,1880 10%,1535.9399999999982
1438,Connecticut,BPLD,1880,1880 10%,1335.9100000000005
1439,Maryland,BPLD,1880,1880 10%,1027.3500000000004
1440,China,BPLD,1880,1880 10%,294.4499999999998
1441,Vermont,BPLD,1880,1880 10%,1623.2200000000005
1442,Saxony,BPLD,1880,1880 10%,139.47
1443,Switzerland,BPLD,1880,1880 10%,710.4199999999998
1444,Kansas,BPLD,1880,1880 10%,3630.519999999995
1445,Other USSR/Russia,BPLD,1880,1880 10%,523.9099999999996
1446,Italy,BPLD,1880,1880 10%,431.11999999999983
1447,Tennessee,BPLD,1880,1880 10%,2151.3499999999967
1448,Virginia,BPLD,1880,1880 10%,2651.329999999997
1449,Washington,BPLD,1880,1880 10%,110.68
1450,Hanover,BPLD,1880,1880 10%,141.88
1451,Wyoming,BPLD,1880,1880 10%,165.27
1452,Maine,BPLD,1880,1880 10%,2497.479999999996
1453,Sweden,BPLD,1880,1880 10%,2259.689999999995
1454,South Carolina,BPLD,1880,1880 10%,275.7900000000001
1455,Wales,BPLD,1880,1880 10%,1335.72
1456,California,BPLD,1880,1880 10%,490.74999999999983
1457,Georgia,BPLD,1880,1880 10%,1093.0300000000009
1458,New Jersey,BPLD,1880,1880 10%,1513.269999999998
1459,District of Columbia,BPLD,1880,1880 10%,283.15000000000003
1460,Hesse-Nassau,BPLD,1880,1880 10%,80.01999999999998
1461,Netherlands,BPLD,1880,1880 10%,103.76999999999998
1462,Bohemia,BPLD,1880,1880 10%,156.78000000000003
1463,Prince Edward Island,BPLD,1880,1880 10%,165.96000000000006
1464,Nova Scotia,BPLD,1880,1880 10%,546.3799999999997
1465,Belgium,BPLD,1880,1880 10%,61.62
1466,Denmark,BPLD,1880,1880 10%,511.2499999999997
1467,Rhode Island,BPLD,1880,1880 10%,477.60999999999996
1468,"United States, ns",BPLD,1880,1880 10%,59.91
1469,Alabama,BPLD,1880,1880 10%,548.3899999999996
1470,Poland,BPLD,1880,1880 10%,165.81000000000003
1471,Texas,BPLD,1880,1880 10%,1193.3399999999992
1472,Arkansas,BPLD,1880,1880 10%,627.4599999999997
1473,Florida,BPLD,1880,1880 10%,49.89
1474,Nebraska,BPLD,1880,1880 10%,739.5699999999998
1475,Mexico,BPLD,1880,1880 10%,147.13
1476,Mississippi,BPLD,1880,1880 10%,489.1999999999997
1477,Africa,BPLD,1880,1880 10%,4.98
1478,West Indies,BPLD,1880,1880 10%,24.88
1479,Norway,BPLD,1880,1880 10%,463.7499999999999
1480,Cuba,BPLD,1880,1880 10%,20.33
1481,Minnesota,BPLD,1880,1880 10%,567.3299999999997
1482,Utah,BPLD,1880,1880 10%,328.94
1483,New Brunswick,BPLD,1880,1880 10%,460.23999999999984
1484,At sea,BPLD,1880,1880 10%,4.98
1485,Louisiana,BPLD,1880,1880 10%,434.1799999999999
1486,Japan,BPLD,1880,1880 10%,4.98
1487,Delaware,BPLD,1880,1880 10%,208.17
1488,Hamburg,BPLD,1880,1880 10%,50.099999999999994
1489,Alsace,BPLD,1880,1880 10%,35.209999999999994
1490,Schleswig,BPLD,1880,1880 10%,203.23000000000008
1491,Montana,BPLD,1880,1880 10%,40.16
1492,Wyoming Territory,BPLD,1880,1880 10%,64.77
1493,West Virginia,BPLD,1880,1880 10%,442.58999999999975
1494,New Mexico,BPLD,1880,1880 10%,9797.850000000151
1495,North Carolina,BPLD,1880,1880 10%,751.9499999999998
1496,South America,BPLD,1880,1880 10%,4.98
1497,Westphalia,BPLD,1880,1880 10%,49.89
1498,Quebec,BPLD,1880,1880 10%,39.87
1499,Ontario/Upper Canada,BPLD,1880,1880 10%,89.55000000000001
1500,Australia,BPLD,1880,1880 10%,35.14
1501,Anhalt,BPLD,1880,1880 10%,40.09
1502,Mecklenburg,BPLD,1880,1880 10%,60.83
1503,Finland,BPLD,1880,1880 10%,20.29
1504,Peru,BPLD,1880,1880 10%,10.15
1505,Indian Territory,BPLD,1880,1880 10%,71.11000000000001
1506,Newfoundland,BPLD,1880,1880 10%,20.18
1507,Oregon,BPLD,1880,1880 10%,45.4
1508,"Europe, ns.",BPLD,1880,1880 10%,30.439999999999998
1509,Brazil,BPLD,1880,1880 10%,25.3
1510,Oldenburg,BPLD,1880,1880 10%,40.24
1511,Nevada,BPLD,1880,1880 10%,143.53
1512,Portugal,BPLD,1880,1880 10%,10.02
1513,Isle of Man,BPLD,1880,1880 10%,30.369999999999997
1514,"South America, ns",BPLD,1880,1880 10%,9.74
1515,Spain,BPLD,1880,1880 10%,15.18
1516,Arizona,BPLD,1880,1880 10%,30.55
1517,Canada West,BPLD,1880,1880 10%,41.36
1518,Canada East,BPLD,1880,1880 10%,71.5
1519,Hawaii,BPLD,1880,1880 10%,4.73
1520,India,BPLD,1880,1880 10%,15.06
1521,"Africa, ns/nec",BPLD,1880,1880 10%,9.46
1522,Dakota Territory,BPLD,1880,1880 10%,20.36
1523,Utah Territory,BPLD,1880,1880 10%,15.34
1524,Jamaica,BPLD,1880,1880 10%,10.02
1525,St. Vincent,BPLD,1880,1880 10%,5.01
1526,Idaho Territory,BPLD,1880,1880 10%,30.68
1527,Hungary,BPLD,1880,1880 10%,55.69999999999999
1528,Lorraine,BPLD,1880,1880 10%,5.17
1529,Central America,BPLD,1880,1880 10%,5.16
1530,Berlin,BPLD,1880,1880 10%,10.33
1531,Greece,BPLD,1880,1880 10%,10.33
1532,Iceland,BPLD,1880,1880 10%,10.02
1533,Brandenburg,BPLD,1880,1880 10%,10.16
1534,Bremen,BPLD,1880,1880 10%,10.16
1535,Delaware,BPLD,1900,1900 5%,353.38
1536,New Jersey,BPLD,1900,1900 5%,2982.029999999997
1537,Nebraska,BPLD,1900,1900 5%,12100.790000000015
1538,Colorado,BPLD,1900,1900 5%,153517.7699999937
1539,Missouri,BPLD,1900,1900 5%,31289.729999999745
1540,Illinois,BPLD,1900,1900 5%,33381.8799999998
1541,Pennsylvania,BPLD,1900,1900 5%,20138.48999999978
1542,Germany,BPLD,1900,1900 5%,14379.529999999977
1543,English Canada,BPLD,1900,1900 5%,7329.84999999998
1544,Ireland,BPLD,1900,1900 5%,9533.619999999964
1545,Tennessee,BPLD,1900,1900 5%,3355.85
1546,Connecticut,BPLD,1900,1900 5%,1692.2199999999978
1547,Wisconsin,BPLD,1900,1900 5%,9041.959999999954
1548,Kansas,BPLD,1900,1900 5%,22592.02999999984
1549,New York,BPLD,1900,1900 5%,21542.38999999991
1550,Other USSR/Russia,BPLD,1900,1900 5%,2994.8799999999937
1551,Austria,BPLD,1900,1900 5%,7101.989999999999
1552,Georgia,BPLD,1900,1900 5%,2021.5199999999984
1553,French Canada,BPLD,1900,1900 5%,934.6799999999998
1554,Maryland,BPLD,1900,1900 5%,2092.7399999999975
1555,Massachusetts,BPLD,1900,1900 5%,4879.249999999992
1556,New Mexico,BPLD,1900,1900 5%,10185.510000000042
1557,Bohemia-Moravia,BPLD,1900,1900 5%,427.93999999999994
1558,Indiana,BPLD,1900,1900 5%,15555.039999999966
1559,Canada,BPLD,1900,1900 5%,2233.4399999999982
1560,Scotland,BPLD,1900,1900 5%,3703.5099999999998
1561,Ohio,BPLD,1900,1900 5%,24098.919999999875
1562,England,BPLD,1900,1900 5%,13201.499999999965
1563,Iowa,BPLD,1900,1900 5%,24299.919999999845
1564,Russian Poland,BPLD,1900,1900 5%,97.8
1565,Wales,BPLD,1900,1900 5%,1785.1099999999979
1566,Virginia,BPLD,1900,1900 5%,3316.0400000000013
1567,Kentucky,BPLD,1900,1900 5%,7171.319999999987
1568,Italy,BPLD,1900,1900 5%,8274.690000000004
1569,France,BPLD,1900,1900 5%,871.4699999999998
1570,California,BPLD,1900,1900 5%,1531.7399999999984
1571,Sweden,BPLD,1900,1900 5%,10615.299999999963
1572,Alabama,BPLD,1900,1900 5%,996.2700000000002
1573,Michigan,BPLD,1900,1900 5%,9568.42999999995
1574,Utah,BPLD,1900,1900 5%,1975.6999999999987
1575,Washington,BPLD,1900,1900 5%,742.5699999999999
1576,Oregon,BPLD,1900,1900 5%,481.75
1577,Maine,BPLD,1900,1900 5%,2592.2499999999977
1578,Minnesota,BPLD,1900,1900 5%,3138.3599999999997
1579,Wyoming,BPLD,1900,1900 5%,795.02
1580,Arkansas,BPLD,1900,1900 5%,2459.789999999997
1581,Louisiana,BPLD,1900,1900 5%,761.0300000000003
1582,Mexico,BPLD,1900,1900 5%,367.6
1583,Chile,BPLD,1900,1900 5%,19.56
1584,Texas,BPLD,1900,1900 5%,3602.6200000000026
1585,Mississippi,BPLD,1900,1900 5%,932.1200000000003
1586,New Hampshire,BPLD,1900,1900 5%,700.5799999999998
1587,Austrian Poland,BPLD,1900,1900 5%,39.129999999999995
1588,Netherlands,BPLD,1900,1900 5%,315.02
1589,China,BPLD,1900,1900 5%,820.0500000000001
1590,Rhode Island,BPLD,1900,1900 5%,487.30000000000007
1591,Hungary,BPLD,1900,1900 5%,608.27
1592,Vermont,BPLD,1900,1900 5%,1950.8599999999976
1593,Greece,BPLD,1900,1900 5%,19.56
1594,Switzerland,BPLD,1900,1900 5%,1266.9599999999996
1595,District of Columbia,BPLD,1900,1900 5%,173.62
1596,Arizona,BPLD,1900,1900 5%,134.13
1597,North Carolina,BPLD,1900,1900 5%,1920.4699999999975
1598,Florida,BPLD,1900,1900 5%,235.65
1599,South Carolina,BPLD,1900,1900 5%,446.2399999999999
1600,West Virginia,BPLD,1900,1900 5%,1991.9599999999982
1601,South Dakota,BPLD,1900,1900 5%,662.1
1602,Africa,BPLD,1900,1900 5%,19.56
1603,Denmark,BPLD,1900,1900 5%,1741.829999999999
1604,North Dakota,BPLD,1900,1900 5%,157.58
1605,Spain,BPLD,1900,1900 5%,39.12
1606,Norway,BPLD,1900,1900 5%,716.9299999999998
1607,Finland,BPLD,1900,1900 5%,931.2200000000003
1608,Nevada,BPLD,1900,1900 5%,311.7
1609,Australia,BPLD,1900,1900 5%,233.62
1610,Dakota Territory,BPLD,1900,1900 5%,190.58
1611,Montana,BPLD,1900,1900 5%,448.2099999999999
1612,Japan,BPLD,1900,1900 5%,58.519999999999996
1613,Indian Territory,BPLD,1900,1900 5%,642.7800000000001
1614,South America,BPLD,1900,1900 5%,19.56
1615,Isle of Man,BPLD,1900,1900 5%,79.38
1616,British West Indies,BPLD,1900,1900 5%,19.56
1617,Oklahoma,BPLD,1900,1900 5%,426.74
1618,Luxembourg,BPLD,1900,1900 5%,39.129999999999995
1619,"Prussia, nec",BPLD,1900,1900 5%,77.38
1620,Idaho,BPLD,1900,1900 5%,332.75999999999993
1621,Belgium,BPLD,1900,1900 5%,38.959999999999994
1622,New Zealand,BPLD,1900,1900 5%,19.96
1623,Armenia,BPLD,1900,1900 5%,19.96
1624,India,BPLD,1900,1900 5%,38.58
1625,Nova Scotia,BPLD,1900,1900 5%,157.28
1626,"United States, ns",BPLD,1900,1900 5%,117.08000000000001
1627,"Africa, ns/nec",BPLD,1900,1900 5%,19.4
1628,Portugal,BPLD,1900,1900 5%,58.699999999999996
1629,Prince Edward Island,BPLD,1900,1900 5%,40.6
1630,Idaho Territory,BPLD,1900,1900 5%,55.86
1631,At sea,BPLD,1900,1900 5%,97.52000000000001
1632,Hawaii,BPLD,1900,1900 5%,39.14
1633,Ontario/Upper Canada,BPLD,1900,1900 5%,55.86
1634,Palestine,BPLD,1900,1900 5%,20.21
1635,Poland,BPLD,1900,1900 5%,60.63
1636,Germany,BPLD,1900,1900 1%,15661.0
1637,Colorado,BPLD,1900,1900 1%,146618.0
1638,New York,BPLD,1900,1900 1%,20870.0
1639,English Canada,BPLD,1900,1900 1%,7419.0
1640,Wisconsin,BPLD,1900,1900 1%,9621.0
1641,Other USSR/Russia,BPLD,1900,1900 1%,6133.0
1642,Austria,BPLD,1900,1900 1%,4409.0
1643,Iowa,BPLD,1900,1900 1%,24786.0
1644,Kansas,BPLD,1900,1900 1%,21159.0
1645,Indiana,BPLD,1900,1900 1%,13747.0
1646,Nebraska,BPLD,1900,1900 1%,11338.0
1647,Pennsylvania,BPLD,1900,1900 1%,22078.0
1648,Missouri,BPLD,1900,1900 1%,33311.0
1649,Tennessee,BPLD,1900,1900 1%,3714.0
1650,Ireland,BPLD,1900,1900 1%,9433.0
1651,Nevada,BPLD,1900,1900 1%,200.0
1652,Illinois,BPLD,1900,1900 1%,40018.0
1653,England,BPLD,1900,1900 1%,14742.0
1654,Sweden,BPLD,1900,1900 1%,10926.0
1655,New Jersey,BPLD,1900,1900 1%,3111.0
1656,Ohio,BPLD,1900,1900 1%,28282.0
1657,Maine,BPLD,1900,1900 1%,2408.0
1658,China,BPLD,1900,1900 1%,1205.0
1659,Massachusetts,BPLD,1900,1900 1%,5221.0
1660,Vermont,BPLD,1900,1900 1%,1801.0
1661,Connecticut,BPLD,1900,1900 1%,1606.0
1662,Finland,BPLD,1900,1900 1%,1208.0
1663,Switzerland,BPLD,1900,1900 1%,1208.0
1664,Kentucky,BPLD,1900,1900 1%,8030.0
1665,Denmark,BPLD,1900,1900 1%,1702.0
1666,North Carolina,BPLD,1900,1900 1%,1806.0
1667,California,BPLD,1900,1900 1%,2108.0
1668,Maryland,BPLD,1900,1900 1%,1403.0
1669,Norway,BPLD,1900,1900 1%,601.0
1670,France,BPLD,1900,1900 1%,400.0
1671,Texas,BPLD,1900,1900 1%,3514.0
1672,Scotland,BPLD,1900,1900 1%,5516.0
1673,Michigan,BPLD,1900,1900 1%,7420.0
1674,Utah,BPLD,1900,1900 1%,3325.0
1675,Virginia,BPLD,1900,1900 1%,3708.0
1676,Arkansas,BPLD,1900,1900 1%,1902.0
1677,French Canada,BPLD,1900,1900 1%,1202.0
1678,Georgia,BPLD,1900,1900 1%,1805.0
1679,Alabama,BPLD,1900,1900 1%,1206.0
1680,Wyoming,BPLD,1900,1900 1%,1303.0
1681,Mississippi,BPLD,1900,1900 1%,802.0
1682,Minnesota,BPLD,1900,1900 1%,1903.0
1683,Austrian Poland,BPLD,1900,1900 1%,200.0
1684,Italy,BPLD,1900,1900 1%,6112.0
1685,Louisiana,BPLD,1900,1900 1%,1003.0
1686,West Virginia,BPLD,1900,1900 1%,1404.0
1687,Canada,BPLD,1900,1900 1%,1906.0
1688,Oregon,BPLD,1900,1900 1%,200.0
1689,Greece,BPLD,1900,1900 1%,100.0
1690,Syria,BPLD,1900,1900 1%,100.0
1691,"United States, ns",BPLD,1900,1900 1%,700.0
1692,Delaware,BPLD,1900,1900 1%,503.0
1693,Oklahoma,BPLD,1900,1900 1%,200.0
1694,Dakota Territory,BPLD,1900,1900 1%,200.0
1695,Hawaii,BPLD,1900,1900 1%,100.0
1696,Wales,BPLD,1900,1900 1%,901.0
1697,Russian Poland,BPLD,1900,1900 1%,403.0
1698,New Mexico,BPLD,1900,1900 1%,10022.0
1699,Netherlands,BPLD,1900,1900 1%,302.0
1700,Idaho,BPLD,1900,1900 1%,300.0
1701,New Hampshire,BPLD,1900,1900 1%,402.0
1702,Rhode Island,BPLD,1900,1900 1%,202.0
1703,Washington,BPLD,1900,1900 1%,300.0
1704,Florida,BPLD,1900,1900 1%,301.0
1705,South Dakota,BPLD,1900,1900 1%,1407.0
1706,North Dakota,BPLD,1900,1900 1%,201.0
1707,Indian Territory,BPLD,1900,1900 1%,402.0
1708,West Indies,BPLD,1900,1900 1%,101.0
1709,East Indies,BPLD,1900,1900 1%,101.0
1710,New Brunswick,BPLD,1900,1900 1%,100.0
1711,Montana,BPLD,1900,1900 1%,401.0
1712,South Carolina,BPLD,1900,1900 1%,501.0
1713,Mexico,BPLD,1900,1900 1%,202.0
1714,German Poland,BPLD,1900,1900 1%,100.0
1715,Colombia,BPLD,1900,1900 1%,100.0
1716,Hungary,BPLD,1900,1900 1%,502.0
1717,Nova Scotia,BPLD,1900,1900 1%,600.0
1718,Bavaria,BPLD,1900,1900 1%,100.0
1719,Arizona,BPLD,1900,1900 1%,101.0
1720,Germany,BPLD,1900,1900 1% sample with oversamples,15672.100000000006
1721,Colorado,BPLD,1900,1900 1% sample with oversamples,144695.39999999964
1722,New York,BPLD,1900,1900 1% sample with oversamples,20893.86000000002
1723,English Canada,BPLD,1900,1900 1% sample with oversamples,7501.279999999999
1724,Wisconsin,BPLD,1900,1900 1% sample with oversamples,9531.939999999999
1725,Other USSR/Russia,BPLD,1900,1900 1% sample with oversamples,6242.8499999999985
1726,Austria,BPLD,1900,1900 1% sample with oversamples,4424.169999999998
1727,Iowa,BPLD,1900,1900 1% sample with oversamples,24135.610000000008
1728,Kansas,BPLD,1900,1900 1% sample with oversamples,21133.52000000002
1729,Indiana,BPLD,1900,1900 1% sample with oversamples,13770.679999999991
1730,Nebraska,BPLD,1900,1900 1% sample with oversamples,11048.509999999997
1731,Pennsylvania,BPLD,1900,1900 1% sample with oversamples,21913.040000000005
1732,Missouri,BPLD,1900,1900 1% sample with oversamples,32837.100000000006
1733,Tennessee,BPLD,1900,1900 1% sample with oversamples,3678.16
1734,Ireland,BPLD,1900,1900 1% sample with oversamples,9323.470000000001
1735,Nevada,BPLD,1900,1900 1% sample with oversamples,206.38
1736,Illinois,BPLD,1900,1900 1% sample with oversamples,39228.69000000013
1737,England,BPLD,1900,1900 1% sample with oversamples,14739.800000000001
1738,Sweden,BPLD,1900,1900 1% sample with oversamples,10919.230000000005
1739,New Jersey,BPLD,1900,1900 1% sample with oversamples,3107.25
1740,Ohio,BPLD,1900,1900 1% sample with oversamples,27985.340000000026
1741,Maine,BPLD,1900,1900 1% sample with oversamples,2417.2199999999993
1742,China,BPLD,1900,1900 1% sample with oversamples,1150.0700000000002
1743,Massachusetts,BPLD,1900,1900 1% sample with oversamples,5191.210000000003
1744,Vermont,BPLD,1900,1900 1% sample with oversamples,1821.8000000000004
1745,Connecticut,BPLD,1900,1900 1% sample with oversamples,1564.88
1746,Finland,BPLD,1900,1900 1% sample with oversamples,1265.67
1747,Switzerland,BPLD,1900,1900 1% sample with oversamples,1215.29
1748,Kentucky,BPLD,1900,1900 1% sample with oversamples,8036.829999999993
1749,Denmark,BPLD,1900,1900 1% sample with oversamples,1712.5000000000002
1750,North Carolina,BPLD,1900,1900 1% sample with oversamples,1721.4
1751,California,BPLD,1900,1900 1% sample with oversamples,2066.1000000000004
1752,Maryland,BPLD,1900,1900 1% sample with oversamples,1352.5000000000002
1753,Norway,BPLD,1900,1900 1% sample with oversamples,605.05
1754,France,BPLD,1900,1900 1% sample with oversamples,400.19000000000005
1755,Texas,BPLD,1900,1900 1% sample with oversamples,3512.4100000000003
1756,Scotland,BPLD,1900,1900 1% sample with oversamples,5438.049999999999
1757,Michigan,BPLD,1900,1900 1% sample with oversamples,7343.509999999998
1758,Utah,BPLD,1900,1900 1% sample with oversamples,3736.5100000000007
1759,Virginia,BPLD,1900,1900 1% sample with oversamples,3745.98
1760,Arkansas,BPLD,1900,1900 1% sample with oversamples,1904.8000000000004
1761,French Canada,BPLD,1900,1900 1% sample with oversamples,1183.0500000000002
1762,Georgia,BPLD,1900,1900 1% sample with oversamples,1790.6100000000001
1763,Alabama,BPLD,1900,1900 1% sample with oversamples,1230.88
1764,Wyoming,BPLD,1900,1900 1% sample with oversamples,1283.73
1765,Mississippi,BPLD,1900,1900 1% sample with oversamples,789.95
1766,Minnesota,BPLD,1900,1900 1% sample with oversamples,1900.2900000000004
1767,Austrian Poland,BPLD,1900,1900 1% sample with oversamples,198.72
1768,Italy,BPLD,1900,1900 1% sample with oversamples,5905.639999999998
1769,Louisiana,BPLD,1900,1900 1% sample with oversamples,1032.19
1770,West Virginia,BPLD,1900,1900 1% sample with oversamples,1395.39
1771,Canada,BPLD,1900,1900 1% sample with oversamples,1899.41
1772,Oregon,BPLD,1900,1900 1% sample with oversamples,181.44
1773,Greece,BPLD,1900,1900 1% sample with oversamples,101.26
1774,Syria,BPLD,1900,1900 1% sample with oversamples,101.26
1775,"United States, ns",BPLD,1900,1900 1% sample with oversamples,601.26
1776,Delaware,BPLD,1900,1900 1% sample with oversamples,457.3
1777,Oklahoma,BPLD,1900,1900 1% sample with oversamples,190.27
1778,Dakota Territory,BPLD,1900,1900 1% sample with oversamples,202.52
1779,Hawaii,BPLD,1900,1900 1% sample with oversamples,101.26
1780,Wales,BPLD,1900,1900 1% sample with oversamples,879.2
1781,Russian Poland,BPLD,1900,1900 1% sample with oversamples,400.84
1782,New Mexico,BPLD,1900,1900 1% sample with oversamples,9669.739999999993
1783,Netherlands,BPLD,1900,1900 1% sample with oversamples,308.51
1784,Idaho,BPLD,1900,1900 1% sample with oversamples,293.68
1785,New Hampshire,BPLD,1900,1900 1% sample with oversamples,413.33000000000004
1786,Rhode Island,BPLD,1900,1900 1% sample with oversamples,191.06
1787,Washington,BPLD,1900,1900 1% sample with oversamples,287.71000000000004
1788,Florida,BPLD,1900,1900 1% sample with oversamples,304.51
1789,South Dakota,BPLD,1900,1900 1% sample with oversamples,1408.8300000000002
1790,North Dakota,BPLD,1900,1900 1% sample with oversamples,177.64
1791,Indian Territory,BPLD,1900,1900 1% sample with oversamples,395.31
1792,West Indies,BPLD,1900,1900 1% sample with oversamples,89.01
1793,East Indies,BPLD,1900,1900 1% sample with oversamples,89.01
1794,New Brunswick,BPLD,1900,1900 1% sample with oversamples,101.26
1795,Montana,BPLD,1900,1900 1% sample with oversamples,406.31
1796,South Carolina,BPLD,1900,1900 1% sample with oversamples,531.08
1797,Mexico,BPLD,1900,1900 1% sample with oversamples,204.58999999999997
1798,German Poland,BPLD,1900,1900 1% sample with oversamples,97.46
1799,Colombia,BPLD,1900,1900 1% sample with oversamples,97.46
1800,Hungary,BPLD,1900,1900 1% sample with oversamples,492.62
1801,Nova Scotia,BPLD,1900,1900 1% sample with oversamples,637.4599999999999
1802,Bavaria,BPLD,1900,1900 1% sample with oversamples,96.41
1803,Arizona,BPLD,1900,1900 1% sample with oversamples,155.0
1804,Texas,BPLD,1910,1910 1%,7014.0
1805,Kentucky,BPLD,1910,1910 1%,9434.0
1806,Indiana,BPLD,1910,1910 1%,15646.0
1807,Kansas,BPLD,1910,1910 1%,35710.0
1808,England,BPLD,1910,1910 1%,14857.0
1809,Missouri,BPLD,1910,1910 1%,47058.0
1810,Michigan,BPLD,1910,1910 1%,10533.0
1811,Canada,BPLD,1910,1910 1%,11231.0
1812,Pennsylvania,BPLD,1910,1910 1%,23073.0
1813,Ireland,BPLD,1910,1910 1%,10832.0
1814,Colorado,BPLD,1910,1910 1%,227596.0
1815,Illinois,BPLD,1910,1910 1%,54755.0
1816,Nebraska,BPLD,1910,1910 1%,24159.0
1817,Oklahoma,BPLD,1910,1910 1%,3620.0
1818,Virginia,BPLD,1910,1910 1%,6113.0
1819,New York,BPLD,1910,1910 1%,25987.0
1820,Utah,BPLD,1910,1910 1%,2005.0
1821,Denmark,BPLD,1910,1910 1%,3514.0
1822,Austria,BPLD,1910,1910 1%,11220.0
1823,Sweden,BPLD,1910,1910 1%,15539.0
1824,Vermont,BPLD,1910,1910 1%,1808.0
1825,Italy,BPLD,1910,1910 1%,12323.0
1826,Ohio,BPLD,1910,1910 1%,29293.0
1827,Germany,BPLD,1910,1910 1%,15442.0
1828,Wisconsin,BPLD,1910,1910 1%,11527.0
1829,West Virginia,BPLD,1910,1910 1%,2912.0
1830,Iowa,BPLD,1910,1910 1%,44536.0
1831,Scotland,BPLD,1910,1910 1%,5015.0
1832,Massachusetts,BPLD,1910,1910 1%,4413.0
1833,Montana,BPLD,1910,1910 1%,905.0
1834,Florida,BPLD,1910,1910 1%,301.0
1835,Tennessee,BPLD,1910,1910 1%,7727.0
1836,California,BPLD,1910,1910 1%,2908.0
1837,Louisiana,BPLD,1910,1910 1%,1005.0
1838,France,BPLD,1910,1910 1%,801.0
1839,Oregon,BPLD,1910,1910 1%,502.0
1840,New Mexico,BPLD,1910,1910 1%,15354.0
1841,Finland,BPLD,1910,1910 1%,1000.0
1842,Georgia,BPLD,1910,1910 1%,2506.0
1843,District of Columbia,BPLD,1910,1910 1%,703.0
1844,Maryland,BPLD,1910,1910 1%,1604.0
1845,New Jersey,BPLD,1910,1910 1%,3309.0
1846,Arizona,BPLD,1910,1910 1%,602.0
1847,Wyoming,BPLD,1910,1910 1%,2608.0
1848,Arkansas,BPLD,1910,1910 1%,3313.0
1849,South Dakota,BPLD,1910,1910 1%,3811.0
1850,Minnesota,BPLD,1910,1910 1%,4004.0
1851,Wales,BPLD,1910,1910 1%,2905.0
1852,Norway,BPLD,1910,1910 1%,2006.0
1853,Other USSR/Russia,BPLD,1910,1910 1%,16641.0
1854,Mexico,BPLD,1910,1910 1%,2004.0
1855,Switzerland,BPLD,1910,1910 1%,1305.0
1856,Cuba,BPLD,1910,1910 1%,302.0
1857,New Hampshire,BPLD,1910,1910 1%,1304.0
1858,South Carolina,BPLD,1910,1910 1%,300.0
1859,"United States, ns",BPLD,1910,1910 1%,2204.0
1860,North Carolina,BPLD,1910,1910 1%,4725.0
1861,Portugal,BPLD,1910,1910 1%,100.0
1862,Alabama,BPLD,1910,1910 1%,2510.0
1863,Argentina,BPLD,1910,1910 1%,500.0
1864,Japan,BPLD,1910,1910 1%,800.0
1865,Connecticut,BPLD,1910,1910 1%,2205.0
1866,St. Croix,BPLD,1910,1910 1%,100.0
1867,Maine,BPLD,1910,1910 1%,3311.0
1868,Hungary,BPLD,1910,1910 1%,801.0
1869,Panama,BPLD,1910,1910 1%,100.0
1870,Washington,BPLD,1910,1910 1%,1407.0
1871,Romania,BPLD,1910,1910 1%,400.0
1872,Turkey,BPLD,1910,1910 1%,200.0
1873,Mississippi,BPLD,1910,1910 1%,801.0
1874,Nova Scotia,BPLD,1910,1910 1%,404.0
1875,New Brunswick,BPLD,1910,1910 1%,101.0
1876,Netherlands,BPLD,1910,1910 1%,503.0
1877,Rhode Island,BPLD,1910,1910 1%,401.0
1878,Delaware,BPLD,1910,1910 1%,401.0
1879,"Prussia, nec",BPLD,1910,1910 1%,200.0
1880,Newfoundland,BPLD,1910,1910 1%,100.0
1881,Indian Territory,BPLD,1910,1910 1%,300.0
1882,Belgium,BPLD,1910,1910 1%,300.0
1883,At sea,BPLD,1910,1910 1%,201.0
1884,North Dakota,BPLD,1910,1910 1%,401.0
1885,Pacific Islands,BPLD,1910,1910 1%,202.0
1886,Idaho,BPLD,1910,1910 1%,404.0
1887,Poland,BPLD,1910,1910 1%,201.0
1888,Croatia,BPLD,1910,1910 1%,500.0
1889,Greece,BPLD,1910,1910 1%,500.0
1890,Montenegro,BPLD,1910,1910 1%,100.0
1891,Dakota Territory,BPLD,1910,1910 1%,300.0
1892,Texas,BPLD,1910,1910 1.4% sample with oversamples,6095.350000000002
1893,Kentucky,BPLD,1910,1910 1.4% sample with oversamples,9107.169999999993
1894,Indiana,BPLD,1910,1910 1.4% sample with oversamples,17066.979999999898
1895,Kansas,BPLD,1910,1910 1.4% sample with oversamples,35066.18999999968
1896,England,BPLD,1910,1910 1.4% sample with oversamples,14485.419999999927
1897,Missouri,BPLD,1910,1910 1.4% sample with oversamples,47543.72999999953
1898,Michigan,BPLD,1910,1910 1.4% sample with oversamples,10828.209999999972
1899,Canada,BPLD,1910,1910 1.4% sample with oversamples,10899.919999999971
1900,Pennsylvania,BPLD,1910,1910 1.4% sample with oversamples,22158.389999999836
1901,Ireland,BPLD,1910,1910 1.4% sample with oversamples,9752.559999999985
